resp_id,rating,operating_system,RAM,storage,screen_size,battery,price,nationality,Age,Gender,Education,Work
39,5,MacOS,8,256,14,4,1500,china,24-26,male,Doctor of Philosophy,"Yes, part-time"
39,5,Linux,4,1000,13.3,12,1000,china,24-26,male,Doctor of Philosophy,"Yes, part-time"
39,5,MacOS,4,526,15.6,4,1000,china,24-26,male,Doctor of Philosophy,"Yes, part-time"
39,6,Windows,8,1000,13.3,8,1500,china,24-26,male,Doctor of Philosophy,"Yes, part-time"
39,8,Windows,16,1000,14,4,1000,china,24-26,male,Doctor of Philosophy,"Yes, part-time"
39,5,MacOS,8,526,13.3,12,500,china,24-26,male,Doctor of Philosophy,"Yes, part-time"
39,6,Windows,16,526,15.6,8,500,china,24-26,male,Doctor of Philosophy,"Yes, part-time"
39,5,Linux,4,256,15.6,8,1500,china,24-26,male,Doctor of Philosophy,"Yes, part-time"
39,5,Linux,16,256,14,12,500,china,24-26,male,Doctor of Philosophy,"Yes, part-time"
40,5,Windows,16,526,15.6,8,500,china,24-26,female,Master of Science,No
40,1,MacOS,8,256,14,4,1500,china,24-26,female,Master of Science,No
40,2,MacOS,4,526,15.6,4,1000,china,24-26,female,Master of Science,No
40,1,Linux,4,256,15.6,8,1500,china,24-26,female,Master of Science,No
40,1,Windows,8,1000,13.3,8,1500,china,24-26,female,Master of Science,No
40,8,MacOS,8,526,13.3,12,500,china,24-26,female,Master of Science,No
40,5,Linux,16,256,14,12,500,china,24-26,female,Master of Science,No
40,1,Windows,16,1000,14,4,1000,china,24-26,female,Master of Science,No
40,1,Linux,4,1000,13.3,12,1000,china,24-26,female,Master of Science,No
41,3,Linux,4,256,15.6,8,1500,china,24-26,female,Master of Science,No
41,6,Windows,16,1000,14,4,1000,china,24-26,female,Master of Science,No
41,4,Windows,8,1000,13.3,8,1500,china,24-26,female,Master of Science,No
41,6,Linux,16,256,14,12,500,china,24-26,female,Master of Science,No
41,5,Linux,4,1000,13.3,12,1000,china,24-26,female,Master of Science,No
41,7,Windows,16,526,15.6,8,500,china,24-26,female,Master of Science,No
41,9,MacOS,8,526,13.3,12,500,china,24-26,female,Master of Science,No
41,4,MacOS,4,526,15.6,4,1000,china,24-26,female,Master of Science,No
41,6,MacOS,8,256,14,4,1500,china,24-26,female,Master of Science,No
42,1,Linux,16,256,14,12,500,china,20-23,male,prefer not to say,"Yes, part-time"
42,8,Windows,16,526,15.6,8,500,china,20-23,male,prefer not to say,"Yes, part-time"
42,1,Windows,8,1000,13.3,8,1500,china,20-23,male,prefer not to say,"Yes, part-time"
42,2,Linux,4,1000,13.3,12,1000,china,20-23,male,prefer not to say,"Yes, part-time"
42,2,MacOS,4,526,15.6,4,1000,china,20-23,male,prefer not to say,"Yes, part-time"
42,2,MacOS,8,256,14,4,1500,china,20-23,male,prefer not to say,"Yes, part-time"
42,8,MacOS,8,526,13.3,12,500,china,20-23,male,prefer not to say,"Yes, part-time"
42,1,Linux,4,256,15.6,8,1500,china,20-23,male,prefer not to say,"Yes, part-time"
42,8,Windows,16,1000,14,4,1000,china,20-23,male,prefer not to say,"Yes, part-time"
43,2,Linux,4,1000,13.3,12,1000,china,20-23,female,Master of Science,No
43,1,MacOS,8,256,14,4,1500,china,20-23,female,Master of Science,No
43,3,Linux,4,256,15.6,8,1500,china,20-23,female,Master of Science,No
43,2,Linux,16,256,14,12,500,china,20-23,female,Master of Science,No
43,3,MacOS,4,526,15.6,4,1000,china,20-23,female,Master of Science,No
43,10,Windows,16,1000,14,4,1000,china,20-23,female,Master of Science,No
43,1,MacOS,8,526,13.3,12,500,china,20-23,female,Master of Science,No
43,4,Windows,16,526,15.6,8,500,china,20-23,female,Master of Science,No
43,6,Windows,8,1000,13.3,8,1500,china,20-23,female,Master of Science,No
44,4,MacOS,8,256,14,4,1500,china,20-23,female,Bachelor's degree,"Yes, part-time"
44,3,Windows,16,1000,14,4,1000,china,20-23,female,Bachelor's degree,"Yes, part-time"
44,3,Linux,4,256,15.6,8,1500,china,20-23,female,Bachelor's degree,"Yes, part-time"
44,3,Linux,4,1000,13.3,12,1000,china,20-23,female,Bachelor's degree,"Yes, part-time"
44,4,MacOS,4,526,15.6,4,1000,china,20-23,female,Bachelor's degree,"Yes, part-time"
44,4,Windows,8,1000,13.3,8,1500,china,20-23,female,Bachelor's degree,"Yes, part-time"
44,8,Linux,16,256,14,12,500,china,20-23,female,Bachelor's degree,"Yes, part-time"
44,7,Windows,16,526,15.6,8,500,china,20-23,female,Bachelor's degree,"Yes, part-time"
44,10,MacOS,8,526,13.3,12,500,china,20-23,female,Bachelor's degree,"Yes, part-time"
45,1,Linux,4,1000,13.3,12,1000,china,20-23,male,Master of Science,No
45,2,Linux,4,256,15.6,8,1500,china,20-23,male,Master of Science,No
45,1,Linux,16,256,14,12,500,china,20-23,male,Master of Science,No
45,7,Windows,16,1000,14,4,1000,china,20-23,male,Master of Science,No
45,1,Windows,8,1000,13.3,8,1500,china,20-23,male,Master of Science,No
45,1,Windows,16,526,15.6,8,500,china,20-23,male,Master of Science,No
45,1,MacOS,4,526,15.6,4,1000,china,20-23,male,Master of Science,No
45,3,MacOS,8,256,14,4,1500,china,20-23,male,Master of Science,No
45,8,MacOS,8,526,13.3,12,500,china,20-23,male,Master of Science,No
47,4,Windows,8,1000,13.3,8,1500,china,20-23,male,Master of Science,No
47,6,Windows,16,526,15.6,8,500,china,20-23,male,Master of Science,No
47,7,Windows,16,1000,14,4,1000,china,20-23,male,Master of Science,No
47,2,Linux,4,256,15.6,8,1500,china,20-23,male,Master of Science,No
47,4,MacOS,8,256,14,4,1500,china,20-23,male,Master of Science,No
47,4,MacOS,8,526,13.3,12,500,china,20-23,male,Master of Science,No
47,4,Linux,4,1000,13.3,12,1000,china,20-23,male,Master of Science,No
47,4,Linux,16,256,14,12,500,china,20-23,male,Master of Science,No
47,9,MacOS,4,526,15.6,4,1000,china,20-23,male,Master of Science,No
48,2,MacOS,8,256,14,4,1500,china,20-23,female,Bachelor's degree,No
48,7,Windows,16,526,15.6,8,500,china,20-23,female,Bachelor's degree,No
48,2,Linux,4,1000,13.3,12,1000,china,20-23,female,Bachelor's degree,No
48,1,Linux,4,256,15.6,8,1500,china,20-23,female,Bachelor's degree,No
48,5,Linux,16,256,14,12,500,china,20-23,female,Bachelor's degree,No
48,1,MacOS,4,526,15.6,4,1000,china,20-23,female,Bachelor's degree,No
48,2,MacOS,8,526,13.3,12,500,china,20-23,female,Bachelor's degree,No
48,1,Windows,8,1000,13.3,8,1500,china,20-23,female,Bachelor's degree,No
48,4,Windows,16,1000,14,4,1000,china,20-23,female,Bachelor's degree,No
49,2,Linux,4,256,15.6,8,1500,china,24-26,male,Master of Science,"Yes, full-time"
49,2,MacOS,8,256,14,4,1500,china,24-26,male,Master of Science,"Yes, full-time"
49,1,Windows,8,1000,13.3,8,1500,china,24-26,male,Master of Science,"Yes, full-time"
49,5,Linux,16,256,14,12,500,china,24-26,male,Master of Science,"Yes, full-time"
49,5,MacOS,8,526,13.3,12,500,china,24-26,male,Master of Science,"Yes, full-time"
49,3,Windows,16,526,15.6,8,500,china,24-26,male,Master of Science,"Yes, full-time"
49,2,Linux,4,1000,13.3,12,1000,china,24-26,male,Master of Science,"Yes, full-time"
49,2,MacOS,4,526,15.6,4,1000,china,24-26,male,Master of Science,"Yes, full-time"
49,7,Windows,16,1000,14,4,1000,china,24-26,male,Master of Science,"Yes, full-time"
50,6,MacOS,8,256,14,4,1500,china,18-20,female,Bachelor's degree,No
50,6,Linux,4,256,15.6,8,1500,china,18-20,female,Bachelor's degree,No
50,7,Linux,16,256,14,12,500,china,18-20,female,Bachelor's degree,No
50,6,MacOS,8,526,13.3,12,500,china,18-20,female,Bachelor's degree,No
50,6,Linux,4,1000,13.3,12,1000,china,18-20,female,Bachelor's degree,No
50,6,MacOS,4,526,15.6,4,1000,china,18-20,female,Bachelor's degree,No
50,4,Windows,8,1000,13.3,8,1500,china,18-20,female,Bachelor's degree,No
50,6,Windows,16,1000,14,4,1000,china,18-20,female,Bachelor's degree,No
50,7,Windows,16,526,15.6,8,500,china,18-20,female,Bachelor's degree,No
51,3,Linux,16,256,14,12,500,china,24-26,male,Master of Science,No
51,5,Linux,4,1000,13.3,12,1000,china,24-26,male,Master of Science,No
51,2,Windows,8,1000,13.3,8,1500,china,24-26,male,Master of Science,No
51,3,MacOS,4,526,15.6,4,1000,china,24-26,male,Master of Science,No
51,5,Windows,16,1000,14,4,1000,china,24-26,male,Master of Science,No
51,4,Windows,16,526,15.6,8,500,china,24-26,male,Master of Science,No
51,7,MacOS,8,526,13.3,12,500,china,24-26,male,Master of Science,No
51,2,MacOS,8,256,14,4,1500,china,24-26,male,Master of Science,No
51,1,Linux,4,256,15.6,8,1500,china,24-26,male,Master of Science,No
52,7,Windows,16,1000,14,4,1000,china,20-23,female,Master of Science,"Yes, full-time"
52,7,MacOS,8,256,14,4,1500,china,20-23,female,Master of Science,"Yes, full-time"
52,3,Linux,16,256,14,12,500,china,20-23,female,Master of Science,"Yes, full-time"
52,7,MacOS,8,526,13.3,12,500,china,20-23,female,Master of Science,"Yes, full-time"
52,4,Linux,4,1000,13.3,12,1000,china,20-23,female,Master of Science,"Yes, full-time"
52,4,Windows,16,526,15.6,8,500,china,20-23,female,Master of Science,"Yes, full-time"
52,4,Linux,4,256,15.6,8,1500,china,20-23,female,Master of Science,"Yes, full-time"
52,7,MacOS,4,526,15.6,4,1000,china,20-23,female,Master of Science,"Yes, full-time"
52,8,Windows,8,1000,13.3,8,1500,china,20-23,female,Master of Science,"Yes, full-time"
53,10,MacOS,8,526,13.3,12,500,china,20-23,female,Bachelor's degree,No
53,1,Linux,4,256,15.6,8,1500,china,20-23,female,Bachelor's degree,No
53,4,Linux,4,1000,13.3,12,1000,china,20-23,female,Bachelor's degree,No
53,1,MacOS,8,256,14,4,1500,china,20-23,female,Bachelor's degree,No
53,4,MacOS,4,526,15.6,4,1000,china,20-23,female,Bachelor's degree,No
53,8,Windows,16,526,15.6,8,500,china,20-23,female,Bachelor's degree,No
53,1,Windows,8,1000,13.3,8,1500,china,20-23,female,Bachelor's degree,No
53,6,Windows,16,1000,14,4,1000,china,20-23,female,Bachelor's degree,No
53,6,Linux,16,256,14,12,500,china,20-23,female,Bachelor's degree,No
54,3,Linux,4,1000,13.3,12,1000,china,24-26,female,Master of Science,No
54,2,MacOS,4,526,15.6,4,1000,china,24-26,female,Master of Science,No
54,5,MacOS,8,526,13.3,12,500,china,24-26,female,Master of Science,No
54,3,Windows,8,1000,13.3,8,1500,china,24-26,female,Master of Science,No
54,2,Linux,4,256,15.6,8,1500,china,24-26,female,Master of Science,No
54,7,Windows,16,1000,14,4,1000,china,24-26,female,Master of Science,No
54,2,Linux,16,256,14,12,500,china,24-26,female,Master of Science,No
54,4,Windows,16,526,15.6,8,500,china,24-26,female,Master of Science,No
54,2,MacOS,8,256,14,4,1500,china,24-26,female,Master of Science,No
55,1,Linux,4,256,15.6,8,1500,china,20-23,male,Master of Science,"Yes, full-time"
55,1,Windows,16,526,15.6,8,500,china,20-23,male,Master of Science,"Yes, full-time"
55,2,MacOS,8,526,13.3,12,500,china,20-23,male,Master of Science,"Yes, full-time"
55,1,Linux,4,1000,13.3,12,1000,china,20-23,male,Master of Science,"Yes, full-time"
55,1,Windows,8,1000,13.3,8,1500,china,20-23,male,Master of Science,"Yes, full-time"
55,1,MacOS,4,526,15.6,4,1000,china,20-23,male,Master of Science,"Yes, full-time"
55,1,MacOS,8,256,14,4,1500,china,20-23,male,Master of Science,"Yes, full-time"
55,7,Windows,16,1000,14,4,1000,china,20-23,male,Master of Science,"Yes, full-time"
55,4,Linux,16,256,14,12,500,china,20-23,male,Master of Science,"Yes, full-time"
56,2,Linux,4,1000,13.3,12,1000,china,20-23,female,Master of Science,No
56,1,Windows,8,1000,13.3,8,1500,china,20-23,female,Master of Science,No
56,1,MacOS,8,526,13.3,12,500,china,20-23,female,Master of Science,No
56,2,Windows,16,1000,14,4,1000,china,20-23,female,Master of Science,No
56,5,Linux,4,256,15.6,8,1500,china,20-23,female,Master of Science,No
56,1,MacOS,4,526,15.6,4,1000,china,20-23,female,Master of Science,No
56,1,MacOS,8,256,14,4,1500,china,20-23,female,Master of Science,No
56,9,Windows,16,526,15.6,8,500,china,20-23,female,Master of Science,No
56,6,Linux,16,256,14,12,500,china,20-23,female,Master of Science,No
57,8,Windows,16,1000,14,4,1000,china,24-26,male,Master of Science,No
57,3,MacOS,8,526,13.3,12,500,china,24-26,male,Master of Science,No
57,6,MacOS,4,526,15.6,4,1000,china,24-26,male,Master of Science,No
57,6,MacOS,8,256,14,4,1500,china,24-26,male,Master of Science,No
57,2,Linux,16,256,14,12,500,china,24-26,male,Master of Science,No
57,7,Linux,4,1000,13.3,12,1000,china,24-26,male,Master of Science,No
57,6,Linux,4,256,15.6,8,1500,china,24-26,male,Master of Science,No
57,8,Windows,8,1000,13.3,8,1500,china,24-26,male,Master of Science,No
57,1,Windows,16,526,15.6,8,500,china,24-26,male,Master of Science,No
58,4,MacOS,8,526,13.3,12,500,china,24-26,female,Master of Science,"Yes, part-time"
58,6,Windows,16,1000,14,4,1000,china,24-26,female,Master of Science,"Yes, part-time"
58,6,Linux,4,256,15.6,8,1500,china,24-26,female,Master of Science,"Yes, part-time"
58,6,MacOS,8,256,14,4,1500,china,24-26,female,Master of Science,"Yes, part-time"
58,6,Linux,16,256,14,12,500,china,24-26,female,Master of Science,"Yes, part-time"
58,4,Linux,4,1000,13.3,12,1000,china,24-26,female,Master of Science,"Yes, part-time"
58,8,Windows,16,526,15.6,8,500,china,24-26,female,Master of Science,"Yes, part-time"
58,7,MacOS,4,526,15.6,4,1000,china,24-26,female,Master of Science,"Yes, part-time"
58,5,Windows,8,1000,13.3,8,1500,china,24-26,female,Master of Science,"Yes, part-time"
59,5,MacOS,8,526,13.3,12,500,china,20-23,female,Master of Science,No
59,3,Linux,16,256,14,12,500,china,20-23,female,Master of Science,No
59,3,Linux,4,1000,13.3,12,1000,china,20-23,female,Master of Science,No
59,4,MacOS,4,526,15.6,4,1000,china,20-23,female,Master of Science,No
59,5,Windows,16,526,15.6,8,500,china,20-23,female,Master of Science,No
59,4,MacOS,8,256,14,4,1500,china,20-23,female,Master of Science,No
59,8,Windows,16,1000,14,4,1000,china,20-23,female,Master of Science,No
59,3,Linux,4,256,15.6,8,1500,china,20-23,female,Master of Science,No
59,5,Windows,8,1000,13.3,8,1500,china,20-23,female,Master of Science,No
60,9,Windows,16,1000,14,4,1000,china,20-23,male,Master of Science,No
60,1,MacOS,4,526,15.6,4,1000,china,20-23,male,Master of Science,No
60,3,Linux,4,1000,13.3,12,1000,china,20-23,male,Master of Science,No
60,5,Windows,16,526,15.6,8,500,china,20-23,male,Master of Science,No
60,8,MacOS,8,526,13.3,12,500,china,20-23,male,Master of Science,No
60,4,MacOS,8,256,14,4,1500,china,20-23,male,Master of Science,No
60,1,Linux,4,256,15.6,8,1500,china,20-23,male,Master of Science,No
60,1,Windows,8,1000,13.3,8,1500,china,20-23,male,Master of Science,No
60,1,Linux,16,256,14,12,500,china,20-23,male,Master of Science,No
61,4,Linux,4,1000,13.3,12,1000,china,24-26,male,Master of Science,No
61,8,MacOS,8,256,14,4,1500,china,24-26,male,Master of Science,No
61,4,Windows,16,1000,14,4,1000,china,24-26,male,Master of Science,No
61,4,MacOS,4,526,15.6,4,1000,china,24-26,male,Master of Science,No
61,3,Linux,4,256,15.6,8,1500,china,24-26,male,Master of Science,No
61,9,MacOS,8,526,13.3,12,500,china,24-26,male,Master of Science,No
61,4,Windows,8,1000,13.3,8,1500,china,24-26,male,Master of Science,No
61,5,Windows,16,526,15.6,8,500,china,24-26,male,Master of Science,No
61,4,Linux,16,256,14,12,500,china,24-26,male,Master of Science,No
62,9,Windows,16,1000,14,4,1000,china,20-23,female,Master of Science,No
62,4,Linux,4,1000,13.3,12,1000,china,20-23,female,Master of Science,No
62,5,Linux,4,256,15.6,8,1500,china,20-23,female,Master of Science,No
62,6,MacOS,8,526,13.3,12,500,china,20-23,female,Master of Science,No
62,7,MacOS,4,526,15.6,4,1000,china,20-23,female,Master of Science,No
62,8,MacOS,8,256,14,4,1500,china,20-23,female,Master of Science,No
62,3,Linux,16,256,14,12,500,china,20-23,female,Master of Science,No
62,4,Windows,16,526,15.6,8,500,china,20-23,female,Master of Science,No
62,8,Windows,8,1000,13.3,8,1500,china,20-23,female,Master of Science,No
63,1,Windows,16,1000,14,4,1000,china,24-26,female,Master of Science,No
63,2,Linux,4,256,15.6,8,1500,china,24-26,female,Master of Science,No
63,1,MacOS,8,256,14,4,1500,china,24-26,female,Master of Science,No
63,10,MacOS,8,526,13.3,12,500,china,24-26,female,Master of Science,No
63,7,Windows,16,526,15.6,8,500,china,24-26,female,Master of Science,No
63,5,Linux,16,256,14,12,500,china,24-26,female,Master of Science,No
63,4,Linux,4,1000,13.3,12,1000,china,24-26,female,Master of Science,No
63,8,Windows,8,1000,13.3,8,1500,china,24-26,female,Master of Science,No
63,1,MacOS,4,526,15.6,4,1000,china,24-26,female,Master of Science,No
64,3,MacOS,8,256,14,4,1500,china,20-23,female,Master of Science,No
64,4,Linux,4,1000,13.3,12,1000,china,20-23,female,Master of Science,No
64,4,Windows,8,1000,13.3,8,1500,china,20-23,female,Master of Science,No
64,6,MacOS,8,526,13.3,12,500,china,20-23,female,Master of Science,No
64,4,Windows,16,1000,14,4,1000,china,20-23,female,Master of Science,No
64,5,Linux,16,256,14,12,500,china,20-23,female,Master of Science,No
64,3,MacOS,4,526,15.6,4,1000,china,20-23,female,Master of Science,No
64,3,Linux,4,256,15.6,8,1500,china,20-23,female,Master of Science,No
64,8,Windows,16,526,15.6,8,500,china,20-23,female,Master of Science,No
65,2,Linux,4,1000,13.3,12,1000,china,20-23,female,Bachelor's degree,"Yes, part-time"
65,6,Windows,16,1000,14,4,1000,china,20-23,female,Bachelor's degree,"Yes, part-time"
65,4,MacOS,8,526,13.3,12,500,china,20-23,female,Bachelor's degree,"Yes, part-time"
65,4,MacOS,4,526,15.6,4,1000,china,20-23,female,Bachelor's degree,"Yes, part-time"
65,2,MacOS,8,256,14,4,1500,china,20-23,female,Bachelor's degree,"Yes, part-time"
65,6,Linux,16,256,14,12,500,china,20-23,female,Bachelor's degree,"Yes, part-time"
65,2,Linux,4,256,15.6,8,1500,china,20-23,female,Bachelor's degree,"Yes, part-time"
65,3,Windows,8,1000,13.3,8,1500,china,20-23,female,Bachelor's degree,"Yes, part-time"
65,5,Windows,16,526,15.6,8,500,china,20-23,female,Bachelor's degree,"Yes, part-time"
66,8,MacOS,8,526,13.3,12,500,china,20-23,female,Master of Science,No
66,3,Windows,16,1000,14,4,1000,china,20-23,female,Master of Science,No
66,6,Linux,4,1000,13.3,12,1000,china,20-23,female,Master of Science,No
66,8,Linux,16,256,14,12,500,china,20-23,female,Master of Science,No
66,3,Linux,4,256,15.6,8,1500,china,20-23,female,Master of Science,No
66,3,MacOS,8,256,14,4,1500,china,20-23,female,Master of Science,No
66,7,Windows,16,526,15.6,8,500,china,20-23,female,Master of Science,No
66,5,MacOS,4,526,15.6,4,1000,china,20-23,female,Master of Science,No
66,3,Windows,8,1000,13.3,8,1500,china,20-23,female,Master of Science,No
68,1,Linux,4,1000,13.3,12,1000,china,20-23,female,Bachelor's degree,No
68,1,Linux,4,256,15.6,8,1500,china,20-23,female,Bachelor's degree,No
68,8,Windows,16,526,15.6,8,500,china,20-23,female,Bachelor's degree,No
68,5,MacOS,4,526,15.6,4,1000,china,20-23,female,Bachelor's degree,No
68,10,Windows,16,1000,14,4,1000,china,20-23,female,Bachelor's degree,No
68,6,MacOS,8,256,14,4,1500,china,20-23,female,Bachelor's degree,No
68,5,Windows,8,1000,13.3,8,1500,china,20-23,female,Bachelor's degree,No
68,8,MacOS,8,526,13.3,12,500,china,20-23,female,Bachelor's degree,No
68,1,Linux,16,256,14,12,500,china,20-23,female,Bachelor's degree,No
69,6,Linux,4,1000,13.3,12,1000,china,18-20,male,Bachelor's degree,No
69,6,MacOS,8,256,14,4,1500,china,18-20,male,Bachelor's degree,No
69,10,Windows,16,1000,14,4,1000,china,18-20,male,Bachelor's degree,No
69,1,Windows,8,1000,13.3,8,1500,china,18-20,male,Bachelor's degree,No
69,9,MacOS,8,526,13.3,12,500,china,18-20,male,Bachelor's degree,No
69,8,MacOS,4,526,15.6,4,1000,china,18-20,male,Bachelor's degree,No
69,6,Linux,4,256,15.6,8,1500,china,18-20,male,Bachelor's degree,No
69,10,Windows,16,526,15.6,8,500,china,18-20,male,Bachelor's degree,No
69,4,Linux,16,256,14,12,500,china,18-20,male,Bachelor's degree,No
70,3,Windows,16,1000,14,4,1000,china,20-23,female,Master of Science,No
70,2,Linux,4,1000,13.3,12,1000,china,20-23,female,Master of Science,No
70,1,Linux,4,256,15.6,8,1500,china,20-23,female,Master of Science,No
70,1,Windows,8,1000,13.3,8,1500,china,20-23,female,Master of Science,No
70,5,MacOS,8,526,13.3,12,500,china,20-23,female,Master of Science,No
70,2,MacOS,4,526,15.6,4,1000,china,20-23,female,Master of Science,No
70,1,MacOS,8,256,14,4,1500,china,20-23,female,Master of Science,No
70,5,Linux,16,256,14,12,500,china,20-23,female,Master of Science,No
70,5,Windows,16,526,15.6,8,500,china,20-23,female,Master of Science,No
71,7,MacOS,8,526,13.3,12,500,china,18-20,female,Bachelor's degree,No
71,7,Windows,16,1000,14,4,1000,china,18-20,female,Bachelor's degree,No
71,6,MacOS,4,526,15.6,4,1000,china,18-20,female,Bachelor's degree,No
71,7,MacOS,8,256,14,4,1500,china,18-20,female,Bachelor's degree,No
71,6,Linux,4,256,15.6,8,1500,china,18-20,female,Bachelor's degree,No
71,5,Windows,16,526,15.6,8,500,china,18-20,female,Bachelor's degree,No
71,6,Linux,16,256,14,12,500,china,18-20,female,Bachelor's degree,No
71,8,Linux,4,1000,13.3,12,1000,china,18-20,female,Bachelor's degree,No
71,1,Windows,8,1000,13.3,8,1500,china,18-20,female,Bachelor's degree,No
72,5,MacOS,8,526,13.3,12,500,china,27-30,male,Master of Science,No
72,8,Windows,16,526,15.6,8,500,china,27-30,male,Master of Science,No
72,3,MacOS,4,526,15.6,4,1000,china,27-30,male,Master of Science,No
72,5,MacOS,8,256,14,4,1500,china,27-30,male,Master of Science,No
72,3,Linux,4,1000,13.3,12,1000,china,27-30,male,Master of Science,No
72,5,Windows,8,1000,13.3,8,1500,china,27-30,male,Master of Science,No
72,9,Linux,16,256,14,12,500,china,27-30,male,Master of Science,No
72,9,Windows,16,1000,14,4,1000,china,27-30,male,Master of Science,No
72,3,Linux,4,256,15.6,8,1500,china,27-30,male,Master of Science,No
74,1,MacOS,8,526,13.3,12,500,china,18-20,male,Master of Science,No
74,5,Windows,16,526,15.6,8,500,china,18-20,male,Master of Science,No
74,1,Linux,4,1000,13.3,12,1000,china,18-20,male,Master of Science,No
74,4,Windows,16,1000,14,4,1000,china,18-20,male,Master of Science,No
74,1,MacOS,8,256,14,4,1500,china,18-20,male,Master of Science,No
74,1,MacOS,4,526,15.6,4,1000,china,18-20,male,Master of Science,No
74,4,Windows,8,1000,13.3,8,1500,china,18-20,male,Master of Science,No
74,1,Linux,4,256,15.6,8,1500,china,18-20,male,Master of Science,No
74,1,Linux,16,256,14,12,500,china,18-20,male,Master of Science,No
76,7,Windows,16,1000,14,4,1000,china,20-23,male,Bachelor's degree,No
76,8,Linux,16,256,14,12,500,china,20-23,male,Bachelor's degree,No
76,4,Linux,4,1000,13.3,12,1000,china,20-23,male,Bachelor's degree,No
76,10,MacOS,8,526,13.3,12,500,china,20-23,male,Bachelor's degree,No
76,6,Windows,16,526,15.6,8,500,china,20-23,male,Bachelor's degree,No
76,7,MacOS,4,526,15.6,4,1000,china,20-23,male,Bachelor's degree,No
76,7,MacOS,8,256,14,4,1500,china,20-23,male,Bachelor's degree,No
76,3,Windows,8,1000,13.3,8,1500,china,20-23,male,Bachelor's degree,No
76,4,Linux,4,256,15.6,8,1500,china,20-23,male,Bachelor's degree,No
77,4,MacOS,8,526,13.3,12,500,china,24-26,female,Master of Science,"Yes, part-time"
77,4,Linux,4,1000,13.3,12,1000,china,24-26,female,Master of Science,"Yes, part-time"
77,6,MacOS,8,256,14,4,1500,china,24-26,female,Master of Science,"Yes, part-time"
77,7,Windows,8,1000,13.3,8,1500,china,24-26,female,Master of Science,"Yes, part-time"
77,10,Windows,16,526,15.6,8,500,china,24-26,female,Master of Science,"Yes, part-time"
77,9,Windows,16,1000,14,4,1000,china,24-26,female,Master of Science,"Yes, part-time"
77,4,Linux,16,256,14,12,500,china,24-26,female,Master of Science,"Yes, part-time"
77,3,Linux,4,256,15.6,8,1500,china,24-26,female,Master of Science,"Yes, part-time"
77,3,MacOS,4,526,15.6,4,1000,china,24-26,female,Master of Science,"Yes, part-time"
78,4,MacOS,8,256,14,4,1500,china,24-26,female,Master of Science,No
78,8,Linux,4,1000,13.3,12,1000,china,24-26,female,Master of Science,No
78,10,Windows,16,1000,14,4,1000,china,24-26,female,Master of Science,No
78,7,Linux,16,256,14,12,500,china,24-26,female,Master of Science,No
78,4,Windows,16,526,15.6,8,500,china,24-26,female,Master of Science,No
78,4,Linux,4,256,15.6,8,1500,china,24-26,female,Master of Science,No
78,7,MacOS,8,526,13.3,12,500,china,24-26,female,Master of Science,No
78,3,Windows,8,1000,13.3,8,1500,china,24-26,female,Master of Science,No
78,4,MacOS,4,526,15.6,4,1000,china,24-26,female,Master of Science,No
79,6,Linux,4,1000,13.3,12,1000,china,20-23,male,Bachelor's degree,No
79,5,MacOS,8,526,13.3,12,500,china,20-23,male,Bachelor's degree,No
79,5,Windows,16,526,15.6,8,500,china,20-23,male,Bachelor's degree,No
79,5,Linux,16,256,14,12,500,china,20-23,male,Bachelor's degree,No
79,6,Windows,8,1000,13.3,8,1500,china,20-23,male,Bachelor's degree,No
79,5,Linux,4,256,15.6,8,1500,china,20-23,male,Bachelor's degree,No
79,5,Windows,16,1000,14,4,1000,china,20-23,male,Bachelor's degree,No
79,5,MacOS,8,256,14,4,1500,china,20-23,male,Bachelor's degree,No
79,4,MacOS,4,526,15.6,4,1000,china,20-23,male,Bachelor's degree,No
80,8,Linux,4,1000,13.3,12,1000,china,18-20,female,Bachelor's degree,No
80,8,MacOS,8,526,13.3,12,500,china,18-20,female,Bachelor's degree,No
80,10,Windows,16,526,15.6,8,500,china,18-20,female,Bachelor's degree,No
80,7,MacOS,4,526,15.6,4,1000,china,18-20,female,Bachelor's degree,No
80,7,MacOS,8,256,14,4,1500,china,18-20,female,Bachelor's degree,No
80,9,Linux,4,256,15.6,8,1500,china,18-20,female,Bachelor's degree,No
80,7,Windows,8,1000,13.3,8,1500,china,18-20,female,Bachelor's degree,No
80,7,Windows,16,1000,14,4,1000,china,18-20,female,Bachelor's degree,No
80,9,Linux,16,256,14,12,500,china,18-20,female,Bachelor's degree,No
81,1,Linux,16,256,14,12,500,china,18-20,male,Bachelor's degree,No
81,1,Linux,4,1000,13.3,12,1000,china,18-20,male,Bachelor's degree,No
81,1,Windows,8,1000,13.3,8,1500,china,18-20,male,Bachelor's degree,No
81,7,Windows,16,1000,14,4,1000,china,18-20,male,Bachelor's degree,No
81,10,MacOS,8,526,13.3,12,500,china,18-20,male,Bachelor's degree,No
81,10,Windows,16,526,15.6,8,500,china,18-20,male,Bachelor's degree,No
81,7,MacOS,4,526,15.6,4,1000,china,18-20,male,Bachelor's degree,No
81,3,MacOS,8,256,14,4,1500,china,18-20,male,Bachelor's degree,No
81,1,Linux,4,256,15.6,8,1500,china,18-20,male,Bachelor's degree,No
82,2,Windows,16,526,15.6,8,500,china,27-30,female,Master of Science,No
